"1", "Ambrosia", https://www.secondhelpings.org/wp-content/uploads/2014/10/Ambrosia-inside.jpg"
"2", "Ax Billy Grill & Sports Bar", https://upload.wikimedia.org/wikipedia/commons/d/d4/Ax_Billy_Department_Store_-_Eugene_Oregon.jpg"
"3", "Bagel Sphere", "http://bagelsphere.com/yahoo_site_admin/assets/images/IMG_0451.335115636_std.JPG"
"4", "The Barn Light", "https://reporting1blog.files.wordpress.com/2014/06/barn-light.jpg"
"5", "Belly", "https://i.ytimg.com/vi/Gqegq9_89Cs/maxresdefault.jpg"
"6", "Bon Mi", "http://media-cdn.tripadvisor.com/media/photo-s/07/45/bd/92/bon-mi.jpg"
"7", "Cowfish Nightclub", "https://huekahjohn.files.wordpress.com/2011/02/cowfish-bar.jpg"
"8", "Cozmic Pizza", "https://upload.wikimedia.org/wikipedia/commons/a/a0/Cozmic_Pizza.jpg"
"9", "Crumb Together", ""
"10", "The Davis", "https://media-cdn.tripadvisor.com/media/photo-s/08/87/f1/12/davis-restaurant-bar.jpg"
"11", "Doc's Pad", "http://static.wixstatic.com/media/808536_e289dfd70086f0a1d5f7f24086711a28.jpg_srz_675_1129_85_22_0.50_1.20_0.00_jpg_srz"
"12", "First National Tab House", "http://www.firstnationaltaphouse.com/wp-content/uploads/2014/06/FNTH-405.jpg"
"13", "Full City Cafe", "http://static1.squarespace.com/static/55b7fe52e4b0e35848a5ab12/t/5653ad68e4b0e857d2e104a1/1448324457581/Banner-Mobile-Directions.jpg?format=2500w"
"14", "The Horsehead Bar", "http://www.horseheadbareugene.com/wp-content/uploads/2014/01/DSC_2603_4.jpg"
"15", "Jameson's Bar", "http://www.totalhappyhour.com/preview/500-450/content/files/mod.happyhour/6a7084412bd1412788de9076287934b0.jpg"
"16", "Killer Burger", "http://media1.fdncms.com/portmerc/imager/killer-burger-kills-it/u/zoom/5766834/food1-2-570.jpg"
"17", "Lotus Garden", "https://oregonartswriting.files.wordpress.com/2011/03/lotusgarden1.jpg"
"18", "Luckey's Club", "http://www.luckeysclub.com/wp-content/uploads/wow-slider-plugin/7/images/newhead.jpg"
"19", "Membrillo", "http://s3-media2.fl.yelpcdn.com/bphoto/1iUgd2ikPaxf8U7s3ly1qw/348s.jpg"
"20", "Mezza Luna Pizzeria", "https://d3lawkbdj6aabd.cloudfront.net/singleplatform/image/upload/0d257b8a6ca605321ee4b2fa080a0560c3da2ada.jpg"
"21", "Noisette Bakery", "http://s3-media2.fl.yelpcdn.com/bphoto/b5W_TgFwk8Yn3mVSzrvTyg/o.jpg"
"22", "Novella Cafe", "http://www.bagelsphere.com/yahoo_site_admin/assets/images/000_0220.155110337_std.JPG"
"23", "Noddle Bowl", "https://noodlebowleugene.files.wordpress.com/2011/08/together.jpg"
"24", "Off the Waffle", "http://media-cdn.tripadvisor.com/media/photo-s/05/95/ac/04/off-the-waffle-downtown.jpg"
"25", "Poppi's Anatolia", "https://bobbyandkristen.files.wordpress.com/2014/04/anatolia_inside.jpg"
"26", "Palace Bakery", "http://s3-media1.fl.yelpcdn.com/bphoto/tBPKXXoSaVhmb30k0yJLXg/o.jpg"
"27", "Park Street Cafe", "http://s3-media2.fl.yelpcdn.com/bphoto/F8VdK7_4l9FxfhIFDre7vQ/o.jpg"
"28", "Party Downtown", ""
"29", "Perugino", "http://www.dailyemerald.com/wp-content/uploads/2013/11/20131029.CK_.Top10AmbiancesODE._10.jpg"
"30", "Pita Pit", "http://static1.squarespace.com/static/53cf2dbbe4b07de11ec69a55/t/53d05c37e4b056db8c5e319c/1406164036448/Pita+Leeds_16+Feb+2014_008.jpg?format=2500w"
"31", "Pyrenees Wine Lounge", "http://www.experienceeugene.com/sites/default/files/styles/node-detail/public/field/image/pyrenees-vineyard-cellars.jpg?itok=2e4YUK2J"
"32", "Red Wagon Creamery", "https://originalpnwlife.files.wordpress.com/2015/05/img_1216.jpg"
"33", "Rogue Public House", "http://newschoolbeer.com/wp-content/uploads/2014/12/140212.mca_.ODE_.Rogue_.Brewery.5-980x653.jpg"
"34", "Sidelines Grill & Sports Bar", "http://www.dailyemerald.com/wp-content/uploads/2014/04/2014.04.23.AS_.Sidelines0021c-980x653.jpg"
"35", "Sizzle Pie", "https://s-media-cache-ak0.pinimg.com/originals/92/d4/35/92d435f52b65a1754610f615241332b7.jpg"
"36", "Starbucks", "http://s3-media3.fl.yelpcdn.com/bphoto/cXW4mZG6gphTyyJuiLkvbQ/o.jpg"
"37", "Starlight Lounge", "https://huekahjohn.files.wordpress.com/2010/10/2010-10-15-23-02-28.jpg"
"38", "Sushi Ya", "http://jasontoddcooper.com/site/wp-content/uploads/2012/09/sushiya_12.jpg"
"39", "Sweet Basil Thai", "https://media-cdn.tripadvisor.com/media/photo-s/07/47/ca/b7/sweet-basil-thai-cuisine.jpg"
"40", "Theo's Coffee House", "http://s3-media2.fl.yelpcdn.com/bphoto/hAJW3Tlf7oAj0ELThKcEkg/o.jpg"
"41", "Toadstool Cupcakes", "http://s3-media2.fl.yelpcdn.com/bphoto/6e6CprriCES-2oWHPFXFDQ/o.jpg"
"42", "Togo's", "http://restaurantnews.com/wp-content/uploads/2013/01/Togos-Brings-Its-Seriously-Stacked-Sandwiches-To-First-Restaurant-In-Eugene.jpg"
"43", "Townshend's Teahouse", "http://www.townshendstea.com/images/eugene_about.jpg"
"44", "Voodoo Doughnut", "https://upload.wikimedia.org/wikipedia/commons/2/27/Captain_My_Captain,_Voodoo_Doughnut.jpg"
